File,Line,Style Content,Is Legitimate,Priority
components/SharePopup.tsx,174,"margin: '0 0 0.5rem 0', 
            fontSize: '1.5rem', 
            fontWeight: '700',
            color: '#1f2937'",No,Low
components/SharePopup.tsx,182,"margin: 0, 
            color: '#6b7280',
            fontSize: '0.875rem'",No,Low
components/SharePopup.tsx,192,"textAlign: 'center', 
            padding: '3rem',
            color: '#6b7280'",No,Low
components/SharePopup.tsx,197,"fontSize: '2rem', marginBottom: '1rem'",No,Low
components/SharePopup.tsx,201,"background: '#fef2f2',
            border: '1px solid #fecaca',
            borderRadius: '8px',
            padding: '1rem',
            textAlign: 'center',
            color: '#dc2626'",No,Low
components/SharePopup.tsx,209,"fontSize: '2rem', marginBottom: '1rem'",No,Low
components/SharePopup.tsx,210,"margin: 0",No,Low
components/SharePopup.tsx,213,"marginTop: '1rem',
                padding: '0.5rem 1rem',
                background: '#dc2626',
                color: 'white',
                border: 'none',
                borderRadius: '6px',
                cursor: 'pointer',
                fontSize: '0.875rem'",No,Low
components/SharePopup.tsx,232,"marginBottom: '1.5rem'",No,Low
components/SharePopup.tsx,233,"display: 'block', 
                fontSize: '0.875rem', 
                fontWeight: '600', 
                color: '#374151',
                marginBottom: '0.5rem'",No,Low
components/SharePopup.tsx,240,"color: '#9ca3af', fontWeight: '400'",No,Low
components/SharePopup.tsx,247,"width: '100%',
                  padding: '0.75rem',
                  border: '2px solid #e5e7eb',
                  borderRadius: '8px',
                  fontSize: '0.875rem',
                  background: 'white',
                  color: '#374151',
                  transition: 'border-color 0.2s ease',
                  boxSizing: 'border-box'",No,Low
components/SharePopup.tsx,266,"margin: '0.5rem 0 0 0', 
                fontSize: '0.75rem', 
                color: '#6b7280',
                fontStyle: 'italic'",No,Low
components/SharePopup.tsx,277,"marginBottom: '1.5rem'",No,Low
components/SharePopup.tsx,278,"display: 'block', 
                fontSize: '0.875rem', 
                fontWeight: '600', 
                color: '#374151',
                marginBottom: '0.5rem'",No,Low
components/SharePopup.tsx,287,"display: 'flex', 
                gap: '0.5rem',
                alignItems: 'stretch'",No,Low
components/SharePopup.tsx,296,"flex: 1,
                    padding: '0.75rem',
                    border: '2px solid #e5e7eb',
                    borderRadius: '8px',
                    fontSize: '0.875rem',
                    background: '#f9fafb',
                    color: '#374151'",No,Low
components/SharePopup.tsx,308,"padding: '0.75rem 1rem',
                    background: copiedField === 'url' ? '#10b981' : '#4f46e5',
                    color: 'white',
                    border: 'none',
                    borderRadius: '8px',
                    cursor: 'pointer',
                    fontSize: '0.875rem',
                    fontWeight: '600',
                    transition: 'all 0.2s ease',
                    minWidth: '80px'",No,Low
components/SharePopup.tsx,334,"padding: '0.75rem 1rem',
                    background: '#059669',
                    color: 'white',
                    border: 'none',
                    borderRadius: '8px',
                    cursor: 'pointer',
                    fontSize: '0.875rem',
                    fontWeight: '600',
                    transition: 'all 0.2s ease'",No,Low
components/SharePopup.tsx,353,"marginBottom: '1.5rem'",No,Low
components/SharePopup.tsx,354,"display: 'block', 
                fontSize: '0.875rem', 
                fontWeight: '600', 
                color: '#374151',
                marginBottom: '0.5rem'",No,Low
components/SharePopup.tsx,363,"display: 'flex', 
                gap: '0.5rem',
                alignItems: 'stretch'",No,Low
components/SharePopup.tsx,372,"flex: 1,
                    padding: '0.75rem',
                    border: '2px solid #e5e7eb',
                    borderRadius: '8px',
                    fontSize: '0.875rem',
                    background: '#f9fafb',
                    color: '#374151',
                    fontFamily: 'monospace'",No,Low
components/SharePopup.tsx,385,"padding: '0.75rem 1rem',
                    background: copiedField === 'password' ? '#10b981' : '#f59e0b',
                    color: 'white',
                    border: 'none',
                    borderRadius: '8px',
                    cursor: 'pointer',
                    fontSize: '0.875rem',
                    fontWeight: '600',
                    transition: 'all 0.2s ease',
                    minWidth: '80px'",No,Low
components/SharePopup.tsx,404,"background: '#eff6ff',
              border: '1px solid #bfdbfe',
              borderRadius: '8px',
              padding: '1rem',
              fontSize: '0.875rem',
              color: '#1e40af'",No,Low
components/SharePopup.tsx,412,"margin: '0 0 0.5rem 0', fontWeight: '600'",No,Low
components/SharePopup.tsx,413,"margin: 0, paddingLeft: '1.5rem'",No,Low
components/SharePopup.tsx,414,"marginBottom: '0.25rem'",No,Low
components/SharePopup.tsx,415,"marginBottom: '0.25rem'",No,Low
components/SimpleHashtagInput.tsx,142,"backgroundColor: getCurrentCategoryColor(),
              opacity: (!inputValue.trim() || disabled) ? 0.5 : 1",No,Low
components/SimpleHashtagInput.tsx,183,"display: 'flex', alignItems: 'center', gap: '0.5rem'",No,Low
components/SimpleHashtagInput.tsx,185,"width: '12px',
                      height: '12px',
                      backgroundColor: category?.color || '#667eea',
                      borderRadius: '50%'",No,Low
components/StandardState.tsx,24,"padding: '2rem',
      textAlign: 'center'",No,Low
components/StandardState.tsx,28,"fontSize: '2rem', marginBottom: '0.5rem'",No,Low
components/StandardState.tsx,29,"margin: '0 0 0.5rem 0', color: '#1f2937'",No,Low
components/StandardState.tsx,30,"margin: 0, color: '#6b7280'",No,Low
components/UnifiedAdminHero.tsx,112,"marginBottom: '0.5rem'",No,Low
components/UnifiedDataVisualization.tsx,101,"padding: '2rem',
        marginBottom: '2rem',
        textAlign: 'center'",No,Low
components/UnifiedDataVisualization.tsx,106,"display: 'flex',
          flexDirection: 'column',
          alignItems: 'center',
          gap: '1rem'",No,Low
components/UnifiedDataVisualization.tsx,112,"width: '50px',
            height: '50px',
            border: '4px solid rgba(99, 102, 241, 0.3)',
            borderTop: '4px solid #6366f1',
            borderRadius: '50%',
            animation: 'spin 1s linear infinite'",No,Low
components/UnifiedDataVisualization.tsx,120,"color: '#6b7280', margin: 0",No,Low
components/UnifiedDataVisualization.tsx,134,"padding: '2rem',
        marginBottom: '2rem',
        textAlign: 'center'",No,Low
components/UnifiedDataVisualization.tsx,139,"fontSize: '1.5rem',
          fontWeight: '600',
          color: '#1f2937',
          margin: '0 0 1rem 0',
          display: 'flex',
          alignItems: 'center',
          justifyContent: 'center',
          gap: '0.5rem'",No,Low
components/UnifiedDataVisualization.tsx,151,"color: '#6b7280', margin: 0",No,Low
components/UnifiedDataVisualization.tsx,157,"marginBottom: '2rem'",No,Low
components/UnifiedDataVisualization.tsx,163,"padding: '2rem',
              marginBottom: '2rem'",No,Low
components/UnifiedDataVisualization.tsx,168,"fontSize: '1.875rem',
                fontWeight: '700',
                color: '#1f2937',
                margin: '0 0 2rem 0',
                textAlign: 'center',
                display: 'flex',
                alignItems: 'center',
                justifyContent: 'center',
                gap: '0.5rem'",No,Low
components/UnifiedDataVisualization.tsx,185,"display: 'grid',
                  gap: '1.5rem',
                  width: '100%',
                  gridAutoFlow: 'row',
                  justifyItems: 'stretch'",No,Low
components/UnifiedDataVisualization.tsx,222,"display: 'flex', flexDirection: 'column', width: '100%', height: '100%'",No,Low
components/UnifiedDataVisualization.tsx,238,"textAlign: 'center',
                  color: '#6b7280',
                  padding: '2rem'",No,Low
components/UnifiedHashtagInput.tsx,301,"marginBottom: '1rem'",No,Low
components/UnifiedHashtagInput.tsx,307,"backgroundColor: categoryColor",No,Low
components/UnifiedHashtagInput.tsx,391,"borderLeftColor: getCurrentCategoryColor()",No,Low
components/UnifiedPageHero.tsx,38,"padding: '2rem'",No,Low
components/UnifiedPageHero.tsx,40,"margin: 0",No,Low
components/UnifiedPageHero.tsx,45,"marginTop: '0.5rem'",No,Low
components/UnifiedPageHero.tsx,46,"background: 'rgba(99, 102, 241, 0.12)',
                  color: '#4f46e5',
                  padding: '0.25rem 0.5rem',
                  borderRadius: '12px',
                  fontSize: '0.8rem',
                  fontWeight: 600",No,Low
components/UnifiedPageHero.tsx,117,"display: 'flex',
                  justifyContent: 'flex-start',
                  alignItems: 'center',
                  flexWrap: 'wrap',
                  gap: '0.75rem',
                  marginTop: '1rem'",No,Low
components/UnifiedPageHero.tsx,146,"marginTop: '1.5rem',
            paddingTop: '1rem',
            borderTop: '1px solid rgba(68, 68, 68, 0.2)'",No,Low
components/UnifiedProjectsSection.tsx,32,"padding: '2rem',
      marginBottom: '2rem'",No,Low
components/UnifiedProjectsSection.tsx,37,"fontSize: '1.875rem',
        fontWeight: '700',
        color: '#1f2937',
        margin: '0 0 2rem 0',
        textAlign: 'center',
        display: 'flex',
        alignItems: 'center',
        justifyContent: 'center',
        gap: '0.5rem'",No,Low
components/UnifiedProjectsSection.tsx,52,"display: 'grid',
        gridTemplateColumns: 'repeat(auto-fill, minmax(350px, 1fr))',
        gap: '1.5rem',
        width: '100%'",No,Low
components/UnifiedProjectsSection.tsx,61,"background: 'rgba(248, 250, 252, 0.8)',
              borderRadius: '12px',
              padding: '1.5rem',
              border: '1px solid rgba(226, 232, 240, 0.8)',
              transition: 'all 0.2s ease',
              minHeight: '160px',
              display: 'flex',
              flexDirection: 'column',
              justifyContent: 'space-between'",No,Low
components/UnifiedProjectsSection.tsx,84,"margin: '0 0 1rem 0',
              fontSize: '1.125rem',
              fontWeight: '600',
              color: '#1f2937',
              lineHeight: '1.4'",No,Low
components/UnifiedProjectsSection.tsx,94,"color: '#6366f1',
                    textDecoration: 'none',
                    borderBottom: '1px solid transparent',
                    transition: 'border-color 0.2s ease'",No,Low
components/UnifiedProjectsSection.tsx,129,"display: 'flex',
                  flexWrap: 'wrap',
                  gap: '0.75rem',
                  marginBottom: '1rem',
                  minHeight: '40px'",No,Low
components/UnifiedProjectsSection.tsx,146,"fontSize: '0.75rem',
                      color: '#6b7280',
                      padding: '0.25rem 0.5rem',
                      background: 'rgba(107, 114, 128, 0.1)',
                      borderRadius: '6px',
                      fontWeight: '500',
                      alignSelf: 'flex-end',
                      marginBottom: '0.25rem'",No,Low
components/UnifiedProjectsSection.tsx,164,"display: 'flex',
              justifyContent: 'space-between',
              alignItems: 'center',
              fontSize: '0.875rem',
              color: '#6b7280',
              marginTop: 'auto'",No,Low
components/UnifiedProjectsSection.tsx,172,"display: 'flex',
                alignItems: 'center',
                gap: '0.25rem'",No,Low
components/UnifiedProjectsSection.tsx,181,"background: 'rgba(99, 102, 241, 0.1)',
                  color: '#6366f1',
                  padding: '0.25rem 0.75rem',
                  borderRadius: '12px',
                  fontSize: '0.75rem',
                  fontWeight: '600',
                  display: 'flex',
                  alignItems: 'center',
                  gap: '0.25rem'",No,Low
components/UnifiedStatsHero.tsx,51,"display: 'flex',
        justifyContent: 'space-between',
        alignItems: 'center',
        maxWidth: '100%',
        fontSize: '0.9rem',
        color: '#4a5568',
        fontWeight: '500',
        flexWrap: 'wrap',
        gap: '1rem'",No,Low
components/UnifiedStatsHero.tsx,62,"display: 'flex', alignItems: 'center', gap: '0.5rem'",No,Low
components/UnifiedStatsHero.tsx,64,"background: 'rgba(16, 185, 129, 0.1)',
            color: '#059669',
            padding: '0.25rem 0.75rem',
            borderRadius: '12px',
            fontWeight: '600'",No,Low
components/UnifiedStatsHero.tsx,75,"display: 'flex', alignItems: 'center', gap: '0.5rem'",No,Low
components/UnifiedStatsHero.tsx,77,"background: 'rgba(68, 68, 68, 0.1)',
            color: '#444444',
            padding: '0.25rem 0.75rem',
            borderRadius: '12px',
            fontWeight: '600'",No,Low
components/UnifiedStatsHero.tsx,90,"marginLeft: 'auto', display: 'flex', alignItems: 'center', gap: '0.5rem'",No,Low
