[dotenv@17.2.3] injecting env (18) from .env.local -- tip: ⚙️  override existing env vars with { override: true }

🔧 BITLY KYC DATA FIX

================================================================================

📋 Mode: LIVE UPDATE

✅ Connected to MongoDB


📥 STEP 1: Syncing Bitly Links with Fresh Analytics

================================================================================

 Found 3094 Bitly links to sync

   Syncing fanselfie.me/3x3wtgiantscreen... ✅ 5 clicks, 2 countries
   Syncing fanselfie.me/3x3wsgiantscreen... ✅ 12 clicks, 3 countries
   Syncing fanselfie.me/47bWZ96... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/3HU91JU... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/fiba3x3_u21_day1_fb_album... ✅ 73 clicks, 3 countries
   Syncing bit.ly/4fULWn7... ✅ 0 clicks, 0 countries
   Syncing bit.ly/41r7wcV... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/3x3u21giantscreen... ✅ 10 clicks, 2 countries
   Syncing fanselfie.me/4lG5j4n... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/DVTK_PuskásAkadémia_Slideshow20250830... ✅ 9 clicks, 1 countries
   Syncing fanselfie.me/3JzUIut... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/4fUrTVJ... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/Újpest_MTK_slideshow20250830... ✅ 6 clicks, 1 countries
   Syncing bit.ly/3HLbvKH... ✅ 0 clicks, 0 countries
   Syncing bit.ly/CHL_EVZ_BEL_Livefeed... ✅ 62 clicks, 2 countries
   Syncing bit.ly/4gcfsVH... ✅ 0 clicks, 0 countries
   Syncing bit.ly/CHL_KAL_RBS_Livefeed... ✅ 3 clicks, 2 countries
   Syncing bit.ly/45NIPbL... ✅ 0 clicks, 0 countries
   Syncing bit.ly/CHL_SCB_MHK_Livefeed... ✅ 12 clicks, 2 countries
   Syncing bit.ly/41Y9AJo... ✅ 0 clicks, 0 countries
   Syncing bit.ly/CHL_TYC_FHC_Livefeed... ✅ 24 clicks, 3 countries
   Syncing bit.ly/4fQLeY5... ✅ 0 clicks, 0 countries
   Syncing bit.ly/Facebook_Album... ✅ 583 clicks, 23 countries
   Syncing bit.ly/45Qzgco... ✅ 55 clicks, 7 countries
   Syncing bit.ly/4fQLjLf... ✅ 0 clicks, 0 countries
   Syncing bit.ly/leathermagic_album4... ✅ 254 clicks, 20 countries
   Syncing bit.ly/4oVexNi... ✅ 0 clicks, 0 countries
   Syncing bit.ly/leathermagic_album3... ✅ 432 clicks, 22 countries
   Syncing fanselfie.me/460HNKV... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/leathermagic_album2... ✅ 453 clicks, 18 countries
   Syncing bit.ly/leathermagic_album1... ✅ 532 clicks, 22 countries
   Syncing bit.ly/41nXclP... ✅ 0 clicks, 0 countries
   Syncing bit.ly/hungp1234... ✅ 1 clicks, 1 countries
   Syncing bit.ly/45LzHV3... ✅ 0 clicks, 0 countries
   Syncing bit.ly/3JMwSM4... ✅ 0 clicks, 0 countries
   Syncing bit.ly/MotoGP_HungarianGP_SelfieSlideshow... ✅ 1 clicks, 1 countries
   Syncing fanselfie.me/3HpfDzX... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/racing_leather_magic... ✅ 16 clicks, 1 countries
   Syncing fanselfie.me/3JrmvNN... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/hungariangp... ✅ 15 clicks, 3 countries
   Syncing fanselfie.me/3x3wt... ✅ 14 clicks, 4 countries
   Syncing fanselfie.me/4oQAH3a... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/3x3ws... ✅ 24 clicks, 2 countries
   Syncing fanselfie.me/461jAUM... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/3x3u21... ✅ 67 clicks, 2 countries
   Syncing fanselfie.me/3HKjc3D... ✅ 0 clicks, 0 countries
   Syncing bit.ly/4mgj9vw... ✅ 0 clicks, 0 countries
   Syncing bit.ly/4mHGF4g... ✅ 0 clicks, 0 countries
   Syncing bit.ly/WaterAid_EyeLock... ✅ 78 clicks, 2 countries
   Syncing bit.ly/45oDqJr... ✅ 0 clicks, 0 countries
   Syncing bit.ly/mtk_paks_slideshow_20250824... ✅ 3 clicks, 1 countries
   Syncing bit.ly/4lvjAAS... ✅ 0 clicks, 0 countries
   Syncing bit.ly/Seyu_MTK_ETO_Slideshow... ✅ 7 clicks, 1 countries
   Syncing fanselfie.me/418rhWp... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/3V1HQQi... ✅ 0 clicks, 0 countries
   Syncing bit.ly/4mdJ6vB... ✅ 0 clicks, 0 countries
   Syncing bit.ly/CHL_KOM_ODE_Livefeed... ✅ 26 clicks, 3 countries
   Syncing bit.ly/CHL_BEL_ILV_Livefeed... ✅ 29 clicks, 4 countries
   Syncing bit.ly/4fAvckV... ✅ 0 clicks, 0 countries
   Syncing bit.ly/3HA7Yi2... ✅ 0 clicks, 0 countries
   Syncing bit.ly/CHL_MHK_ODE_Livefeed... ✅ 17 clicks, 3 countries
   Syncing bit.ly/4mcRdZk... ✅ 0 clicks, 0 countries
   Syncing bit.ly/CHL_GRE_SCB_Livefeed... ✅ 11 clicks, 3 countries
   Syncing bit.ly/DVTK_Kazincbarcika_Slideshow_20250816... ✅ 6 clicks, 1 countries
   Syncing bit.ly/3HvnjAs... ✅ 0 clicks, 0 countries
   Syncing bit.ly/Újpest_Kisvárda_Slideshow_20250815... ✅ 6 clicks, 1 countries
   Syncing bit.ly/4fKl09t... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/3HpyyKG... ✅ 2 clicks, 1 countries
   Syncing fanselfie.me/41BFbAx... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/MKOSZ... ✅ 4 clicks, 1 countries
   Syncing fanselfie.me/46PBWJh... ✅ 0 clicks, 0 countries
   Syncing bit.ly/Újpest_Paks_Slideshow_20250810... ✅ 5 clicks, 1 countries
   Syncing fanselfie.me/41t12di... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/hisense_real... ✅ 7 clicks, 2 countries
   Syncing fanselfie.me/hisense_slideshow... ✅ 3 clicks, 2 countries
   Syncing fanselfie.me/3J3oPu4... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/4lg6pUw... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/hisense... ✅ 16 clicks, 3 countries
   Syncing fanselfie.me/45fdjTU... ✅ 0 clicks, 0 countries
   Syncing bit.ly/3Ur5mpT... ✅ 0 clicks, 0 countries
   Syncing bit.ly/HUN-DEN_Slideshow_20250810... ✅ 8 clicks, 1 countries
   Syncing bit.ly/4lbJfhX... ✅ 0 clicks, 0 countries
   Syncing bit.ly/HUN_TUR_Slideshow_20250809... ✅ 9 clicks, 1 countries
   Syncing fanselfie.me/fibau20wb... ✅ 227 clicks, 8 countries
   Syncing bit.ly/459dZu6... ✅ 0 clicks, 0 countries
   Syncing bit.ly/DVTK_ZTE_Slideshow_20250802... ✅ 15 clicks, 1 countries
   Syncing bit.ly/MTK_DVTK_Slideshow_20250809... ✅ 10 clicks, 1 countries
   Syncing bit.ly/MTK_DVTK_Slideshow_20280809... ✅ 2 clicks, 1 countries
   Syncing bit.ly/3IRDwQO... ✅ 0 clicks, 0 countries
   Syncing bit.ly/Újpest_Paks_Slideshow_20250809... ✅ 4 clicks, 1 countries
   Syncing bit.ly/3H8n7ab... ✅ 0 clicks, 0 countries
   Syncing bit.ly/MTK_DVTK_Slideshow_20280802... ✅ 1 clicks, 1 countries
   Syncing fanselfie.me/4oe7mzq... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/455AsIj... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/3GN8YiK... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/fibau20... ✅ 40 clicks, 2 countries
   Syncing bit.ly/MTK_FTC_Slideshow_20250726... ✅ 3 clicks, 1 countries
   Syncing bit.ly/45e7QwO... ✅ 0 clicks, 0 countries
   Syncing bit.ly/453hIZQ... ✅ 0 clicks, 0 countries
   Syncing bit.ly/Plazs_szinpad_slideshow... ✅ 9 clicks, 1 countries
   Syncing bit.ly/418vN7a... ✅ 0 clicks, 0 countries
   Syncing bit.ly/Újpest_DVTK_Slideshow... ✅ 8 clicks, 1 countries
   Syncing bit.ly/4kSamOQ... ✅ 1 clicks, 1 countries
   Syncing fanselfie.me/45jmhk4... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/44RW3Uo... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/plazs... ✅ 1064 clicks, 13 countries
   Syncing fanselfie.me/UjpestFC... ✅ 2 clicks, 1 countries
   Syncing fanselfie.me/4eWWphb... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/ÚjpestFC... ✅ 5 clicks, 2 countries
   Syncing fanselfie.me/3IEmFAW... ✅ 0 clicks, 0 countries
   Syncing bit.ly/4m2oupA... ✅ 0 clicks, 0 countries
   Syncing bit.ly/Samsung_Slideshow... ✅ 5 clicks, 2 countries
   Syncing bit.ly/Seyu_Ujpest_Csaladinap... ✅ 8 clicks, 1 countries
   Syncing bit.ly/3Gzpv9U... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/3TNANKy... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/samsung... ✅ 23 clicks, 3 countries
   Syncing fanselfie.me/3ILEA8K... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/sportunity_social... ✅ 3 clicks, 2 countries
   Syncing fanselfie.me/sportunity... ✅ 7 clicks, 1 countries
   Syncing fanselfie.me/4nTfuoz... ✅ 0 clicks, 0 countries
   Syncing bit.ly/44KS4cl... ✅ 0 clicks, 0 countries
   Syncing bit.ly/kabaddi_slideshow... ✅ 22 clicks, 4 countries
   Syncing fanselfie.me/46yE8oc... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/kofola... ✅ 12 clicks, 1 countries
   Syncing fanselfie.me/4eNamOY... ✅ 1 clicks, 1 countries
   Syncing fanselfie.me/4kAwUDM... ✅ 6 clicks, 2 countries
   Syncing fanselfie.me/3U1Gwwj... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/4lEnhVw... ✅ 0 clicks, 0 countries
   Syncing bit.ly/glam_house... ✅ 10 clicks, 1 countries
   Syncing bit.ly/3IjIZj6... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/3Gq5P8i... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/4kv0ZUZ... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/3Gq4Fts... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/Kabaddi_Demo... ✅ 5 clicks, 1 countries
   Syncing fanselfie.me/kabaddi_slideshow... ✅ 5 clicks, 1 countries
   Syncing fanselfie.me/dafanewskabaddi_slideshow... ✅ 6 clicks, 2 countries
   Syncing fanselfie.me/4nCCrwq... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/dafanewskabaddi... ✅ 6 clicks, 1 countries
   Syncing fanselfie.me/4luYFhM... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/Dafanews_Kabaddi_Demo... ✅ 20 clicks, 2 countries
   Syncing bit.ly/4l8YvNd... ✅ 0 clicks, 0 countries
   Syncing bit.ly/Seyu_Perimeter_Samorin... ✅ 8 clicks, 3 countries
   Syncing bit.ly/3HZFhLB... ✅ 0 clicks, 0 countries
   Syncing bit.ly/Seyu_EA_Slideshow... ✅ 1 clicks, 1 countries
   Syncing bit.ly/3HWjmoz... ✅ 0 clicks, 0 countries
   Syncing bit.ly/Seyu_EA_DEMO... ✅ 0 clicks, 0 countries
   Syncing bit.ly/46cwdga... ✅ 0 clicks, 0 countries
   Syncing bit.ly/homefans_slideshow... ✅ 6 clicks, 1 countries
   Syncing fanselfie.me/europeanaquatics... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/europeanaqqatics... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/3I0fRgG... ✅ 0 clicks, 0 countries
   Syncing bit.ly/3GgUzuG... ✅ 0 clicks, 0 countries
   Syncing bit.ly/esbs_slideshow... ✅ 7 clicks, 2 countries
   Syncing bit.ly/piing_slideshow... ✅ 9 clicks, 2 countries
   Syncing bit.ly/44il0IB... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/homefans... ✅ 17 clicks, 2 countries
   Syncing fanselfie.me/esbs... ✅ 26 clicks, 3 countries
   Syncing fanselfie.me/piing... ✅ 25 clicks, 3 countries
   Syncing fanselfie.me/4ennmdN... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/Piing... ✅ 3 clicks, 2 countries
   Syncing fanselfie.me/3HS24sJ... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/ESBS... ✅ 4 clicks, 3 countries
   Syncing fanselfie.me/45AfIdJ... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/HomeFans... ✅ 1 clicks, 1 countries
   Syncing bit.ly/443D8Hm... ✅ 0 clicks, 0 countries
   Syncing bit.ly/Seyu_Demo... ✅ 20 clicks, 2 countries
   Syncing fanselfie.me/442MaTq... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/roma... ✅ 11 clicks, 2 countries
   Syncing bit.ly/3HR6xfa... ✅ 0 clicks, 0 countries
   Syncing bit.ly/ffslide... ✅ 0 clicks, 0 countries
   Syncing bit.ly/6573471... ✅ 0 clicks, 0 countries
   Syncing bit.ly/4lhxRl4... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/45piXEK... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/nometapopup... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/3T1lDkx... ✅ 0 clicks, 0 countries
   Syncing bit.ly/4l0Midc... ✅ 0 clicks, 0 countries
   Syncing bit.ly/LUPETTO_TEST_SLIDESHOW... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/4ksel5k... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/45QbqPo... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/4mLXgVw... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/euroaquatics... ✅ 1 clicks, 1 countries
   Syncing fanselfie.me/3SAEEdq... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/EHF_FINAL4_2025_GS_Slideshow... ✅ 1 clicks, 1 countries
   Syncing fanselfie.me/43Slh4T... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/EHF_FINAL4W_2025_GS_Slideshow... ✅ 0 clicks, 0 countries
   Syncing bit.ly/43EKnVG... ✅ 0 clicks, 0 countries
   Syncing bit.ly/MTK_Ujpest_20250526... ✅ 0 clicks, 0 countries
   Syncing bit.ly/435O4Uc... ✅ 0 clicks, 0 countries
   Syncing bit.ly/Seyu_HalfTime... ✅ 0 clicks, 0 countries
   Syncing bit.ly/4mravuQ... ✅ 0 clicks, 0 countries
   Syncing bit.ly/Seyu_PreMatch_2... ✅ 0 clicks, 0 countries
   Syncing bit.ly/Seyu_PreMatch_1... ✅ 0 clicks, 0 countries
   Syncing bit.ly/45mRnHY... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/4jUZmR7... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/Czech_MOL_CUP_gs_backup... ✅ 0 clicks, 0 countries
   Syncing bit.ly/3Syl15s... ✅ 0 clicks, 0 countries
   Syncing bit.ly/Újpest_Nyíregyháza_Slideshow... ✅ 1 clicks, 1 countries
   Syncing bit.ly/4jWphrK... ✅ 0 clicks, 0 countries
   Syncing bit.ly/DVTK_MTK_Slideshow... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/4jZzofw... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/MOL_Magyar_Kupa_2025_GS... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/455c2QM... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/MOL_CUP_CZ_perimeter_2025_05_14... ✅ 7 clicks, 1 countries
   Syncing fanselfie.me/435EY8H... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/mol_cup_gs_2025_05_14... ✅ 13 clicks, 1 countries
   Syncing bit.ly/MTK_KTE_Seyu_20250510... ✅ 0 clicks, 0 countries
   Syncing bit.ly/4kdthnx... ✅ 0 clicks, 0 countries
   Syncing bit.ly/3F0P8zt... ✅ 1 clicks, 1 countries
   Syncing fanselfie.me/3F68GCt... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/molcup... ✅ 4 clicks, 3 countries
   Syncing bit.ly/3Yv0y59... ✅ 2 clicks, 1 countries
   Syncing bit.ly/43fN4wN... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/4k5Tcxh... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/molmk... ✅ 26 clicks, 4 countries
   Syncing bit.ly/3Z2Ccje... ✅ 0 clicks, 0 countries
   Syncing bit.ly/Jona_Linkedin... ✅ 1 clicks, 1 countries
   Syncing fanselfie.me/4iT4ROZ... ✅ 0 clicks, 0 countries
   Syncing bit.ly/Seyu_Halftime... ✅ 0 clicks, 0 countries
   Syncing bit.ly/42ZDOvv... ✅ 0 clicks, 0 countries
   Syncing bit.ly/4jQgQ0Q... ✅ 0 clicks, 0 countries
   Syncing bit.ly/Seyu_PreMatch... ✅ 0 clicks, 0 countries
   Syncing bit.ly/3RNkqwE... ✅ 0 clicks, 0 countries
   Syncing bit.ly/Seyu_Test... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/4k0kBAP... ✅ 0 clicks, 0 countries
   Syncing bit.ly/Ujpest_Gyor_20250503_Slideshow... ✅ 0 clicks, 0 countries
   Syncing bit.ly/44iWVDa... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/4jQSGDd... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/villarrealcf... ✅ 0 clicks, 0 countries
   Syncing bit.ly/myseyu_KlubVb... ✅ 37 clicks, 3 countries
   Syncing bit.ly/3Sbx48E... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/4iFZTFg... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/4jz8evO... ✅ 0 clicks, 0 countries
   Syncing fanselfie.me/slovnaft_cup_gs_2025_05_01... ✅ 5 clicks, 2 countries
   Syncing fanselfie.me/3RwPQar... ✅ 0 clicks, 0 countries
